Tabla 1
ID;Hora de inicio;Hora de finalización;Correo electrónico;Nombre;Total de puntos;Comentarios del cuestionario;Hora de la última modificación;Edad;Puntos: Edad;Comentarios: Edad;¿Vivís o trabajas en el AMBA (Área Metropolitana de Buenos Aires. “Incluye CABA”)?;Puntos: ¿Vivís o trabajas en el AMBA (Área Metropolitana de Buenos Aires. “Incluye CABA”)?;Comentarios: ¿Vivís o trabajas en el AMBA (Área Metropolitana de Buenos Aires. “Incluye CABA”)?; ¿Cuál de estos perfiles te representa?;Puntos:  ¿Cuál de estos perfiles te representa?;Comentarios:  ¿Cuál de estos perfiles te representa?;¿Usás servicios de logística para el envío y/o recepción de encomiendas?;Puntos: ¿Usás servicios de logística para el envío y/o recepción de encomiendas?;Comentarios: ¿Usás servicios de logística para el envío y/o recepción de encomiendas?;Puntos: ¿Con qué frecuencia recurris a los servicios de logística? ;Comentarios: ¿Con qué frecuencia recurris a los servicios de logística? ;Frecuencia de uso;Puntos: Frecuencia de uso;Comentarios: Frecuencia de uso; ¿Qué servicio usás habitualmente?;Puntos:  ¿Qué servicio usás habitualmente?;Comentarios:  ¿Qué servicio usás habitualmente?;¿Qué aspectos tenés en cuenta a la hora de elegir un servicio de logística?;Puntos: ¿Qué aspectos tenés en cuenta a la hora de elegir un servicio de logística?;Comentarios: ¿Qué aspectos tenés en cuenta a la hora de elegir un servicio de logística?;¿Existe algún otro aspecto fuera de los mencionados que te quieras comentarnos?;Puntos: ¿Existe algún otro aspecto fuera de los mencionados que te quieras comentarnos?;Comentarios: ¿Existe algún otro aspecto fuera de los mencionados que te quieras comentarnos?;¿Cuánto pagarías por enviar un paquete chico (ej. una caja de zapatos) dentro del AMBA?;Puntos: ¿Cuánto pagarías por enviar un paquete chico (ej. una caja de zapatos) dentro del AMBA?;Comentarios: ¿Cuánto pagarías por enviar un paquete chico (ej. una caja de zapatos) dentro del AMBA?;¿Qué problemas tuviste al enviar o recibir encomiendas?;Puntos: ¿Qué problemas tuviste al enviar o recibir encomiendas?;Comentarios: ¿Qué problemas tuviste al enviar o recibir encomiendas?;Puntos: ¿Qué tan predispuesto/a estarías a usar una plataforma de viajes compartidos para encomiendas?;Comentarios: ¿Qué tan predispuesto/a estarías a usar una plataforma de viajes compartidos para encomiendas?;Estaría...;Puntos: Estaría...;Comentarios: Estaría...;Y si además de la coordinación de la logística la plataforma te ofreciera la opción de clasificar tu paquete utilizando una foto para cotizar el servicio,  ¿utilizarías esta función? ;Puntos: Y si además de la coordinación de la logística la plataforma te ofreciera la opción de clasificar tu paquete utilizando una foto para cotizar el servicio,  ¿utilizarías esta función? ;Comentarios: Y si además de la coordinación de la logística la plataforma te ofreciera la opción de clasificar tu paquete utilizando una foto para cotizar el servicio,  ¿utilizarías esta función? ;"Puntos: ¿Qué importancia le darías a saber el ahorro de CO₂ al elegir un envío compartido?
";"Comentarios: ¿Qué importancia le darías a saber el ahorro de CO₂ al elegir un envío compartido?
";Me aportaría...;Puntos: Me aportaría...;Comentarios: Me aportaría...;¿Estarías dispuesto/a a transportar encomiendas en caso de que los puntos de retiro y entrega coincidan con tu ruta habitual a cambio de una compensación económica?;Puntos: ¿Estarías dispuesto/a a transportar encomiendas en caso de que los puntos de retiro y entrega coincidan con tu ruta habitual a cambio de una compensación económica?;Comentarios: ¿Estarías dispuesto/a a transportar encomiendas en caso de que los puntos de retiro y entrega coincidan con tu ruta habitual a cambio de una compensación económica?; Como transportista, ¿cuánto te tendrían que pagar para que valga la pena llevar un paquete chico en un trayecto que YA estás haciendo?;Puntos:  Como transportista, ¿cuánto te tendrían que pagar para que valga la pena llevar un paquete chico en un trayecto que YA estás haciendo?;Comentarios:  Como transportista, ¿cuánto te tendrían que pagar para que valga la pena llevar un paquete chico en un trayecto que YA estás haciendo?;Si tuvieras que transportar encomiendas, ¿qué medio/s de transporte elegirías? Podes marcar todas las opciones que prefieras;Puntos: Si tuvieras que transportar encomiendas, ¿qué medio/s de transporte elegirías? Podes marcar todas las opciones que prefieras;Comentarios: Si tuvieras que transportar encomiendas, ¿qué medio/s de transporte elegirías? Podes marcar todas las opciones que prefieras;¿Cuál sería tu principal motivación para participar como transportista?;Puntos: ¿Cuál sería tu principal motivación para participar como transportista?;Comentarios: ¿Cuál sería tu principal motivación para participar como transportista?;¿Tenes alguna otra motivación que no se encuentre mencionada? Podes contarnos acá;Puntos: ¿Tenes alguna otra motivación que no se encuentre mencionada? Podes contarnos acá;Comentarios: ¿Tenes alguna otra motivación que no se encuentre mencionada? Podes contarnos acá;¿Tenés alguna preocupación sobre participar como transportista?;Puntos: ¿Tenés alguna preocupación sobre participar como transportista?;Comentarios: ¿Tenés alguna preocupación sobre participar como transportista?;¿Cuál o cuáles son los motivos por los que no utiliza servicios de logística?;Puntos: ¿Cuál o cuáles son los motivos por los que no utiliza servicios de logística?;Comentarios: ¿Cuál o cuáles son los motivos por los que no utiliza servicios de logística?;Nos interesa saber más sobre tu opinión y porque aspectos optas no utilizar servicios de logística. Dejamos este espacio para que, si queres, nos cuentes.;Puntos: Nos interesa saber más sobre tu opinión y porque aspectos optas no utilizar servicios de logística. Dejamos este espacio para que, si queres, nos cuentes.;Comentarios: Nos interesa saber más sobre tu opinión y porque aspectos optas no utilizar servicios de logística. Dejamos este espacio para que, si queres, nos cuentes.;Dejamos este espacio en caso de que quieras comentarnos algo, ya sea una opinión, algo que te haya quedado pendiente después de responder o incluso una recomendación. Tu aporte nos ayuda a lograr ...;Comentarios: Dejamos este espacio en caso de que quieras comentarnos algo, ya sea una opinión, algo que te haya quedado pendiente después de responder o incluso una recomendación. Tu aporte nos ayuda a lograr ...;Puntos: Dejamos este espacio en caso de que quieras comentarnos algo, ya sea una opinión, algo que te haya quedado pendiente después de responder o incluso una recomendación. Tu aporte nos ayuda a lograr ...;
12;5/22/26 12:08:43;5/22/26 12:10:36;anonymous;;;;;18-25;;;Sí;;;"Otro;";;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"No existe la necesidad;";;;;;;;;;
13;5/22/26 12:02:07;5/22/26 12:11:23;anonymous;;;;;26-35;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;; 1-3 veces por mes;;;"Correo Argentino / OCA / Andreani;";;;"Zonas de entrega cubiertas;Costos del servicio;Velocidad de entrega;";;;;;;$3.000 - $6.000;;;"Demoras;Falta de seguimiento;Dificultad para coordinar horarios;Precio alto;";;;;;Muy dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Poco valor;;;Tal vez, depende de las condiciones;;;$2.500 - $5.000;;;"A pie;Moto;Bicicleta;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;"Responsabilidad por daños ;Interferencia con mi rutina;";;;"Otro (te invitamos a que nos cuentes más en la sección de comentarios a continuación);";;;Si la entrega es en mi domicilio, es extremadamente dificil coordinar un horario ya que el margen de horario de entrega es enorme.;;;;;;
14;5/22/26 12:06:12;5/22/26 12:11:27;anonymous;;;;;26-35;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;;Es la primera vez;;;"Rappi Favor/Uber Envios/Similiares;";;;"Costos del servicio;Zonas de entrega cubiertas;Seguridad y confianza;Velocidad de entrega;Facilidad de uso / experiencia digital;";;;;;;$3.000 - $6.000;;;"Demoras;Falta de seguimiento;";;;;;Algo dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Ningún valor;;;Tal vez, depende de las condiciones;;;$2.500 - $5.000;;;"Moto;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;"Responsabilidad por daños ; Pago / comisión ;";;;"Costos elevados;No existe la necesidad;";;;;;;;;;
15;5/22/26 12:06:25;5/22/26 12:11:51;anonymous;;;;;18-25;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;;Menos de una vez por mes;;;"Otro;Rappi Favor/Uber Envios/Similiares;Correo Argentino / OCA / Andreani;";;;"Costos del servicio;Seguridad y confianza;";;;;;; $6.000 - $10.000;;;"Daños o pérdidas;Falta de seguimiento;";;;;;Muy dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Mucho valor;;;Sí, me interesaría;;;$2.500 - $5.000;;;"Moto;Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;Tengo un comercio y quiero que mis productos lleguen a más clientes;";;;;;;"Responsabilidad por daños ; Pago / comisión ;";;;"No existe la necesidad;";;;;;;;;;
16;5/22/26 12:11:24;5/22/26 12:12:31;anonymous;;;;;Menos de 18;;;Sí;;;"Particular / consumidor final;";;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"No existe la necesidad;";;;;;;;;;
17;5/22/26 12:13:45;5/22/26 12:14:11;anonymous;;;;;Menos de 18;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;5/22/26 12:11:07;5/22/26 12:14:15;anonymous;;;;;18-25;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;; 1-3 veces por mes;;;"Correo Argentino / OCA / Andreani / Mercado Libre;Rappi Favor/Uber Envios/Similiares;";;;"Costos del servicio;Zonas de entrega cubiertas;Seguridad y confianza;";;;;;;Menos de $3.000;;;"Precio alto;Demoras;Falta de seguimiento;Daños o pérdidas;";;;;;Muy dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Poco valor;;;Sí, me interesaría;;;$2.500 - $5.000;;;"Moto;Vehículos de mayor porte (camioneta, camión, etc.);";;;"Generar un ingreso extra sin desviarme de mi rutina;Aprovechar el espacio libre en mi vehiculo;";;;;;;;;;"Costos elevados;";;;;;;;;;
19;5/22/26 12:14:01;5/22/26 12:14:20;anonymous;;;;;Menos de 18;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;5/22/26 12:13:28;5/22/26 12:14:36;anonymous;;;;;Menos de 18;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;5/22/26 12:14:38;5/22/26 12:15:41;anonymous;;;;;18-25;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;; 1-3 veces por mes;;;"Correo Argentino / OCA / Andreani / Mercado Libre;";;;"Costos del servicio;Velocidad de entrega;";;;;;; $6.000 - $10.000;;;"Demoras;Falta de seguimiento;";;;;;Indiferente;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Ningún valor;;;Tal vez, depende de las condiciones;;;Más de $5.000;;;"Auto;Vehículos de mayor porte (camioneta, camión, etc.);Moto;Bicicleta;Transporte especializado;";;;"Generar un ingreso extra sin desviarme de mi rutina;Aprovechar el espacio libre en mi vehiculo;";;;;;;" Pago / comisión ;Interferencia con mi rutina;Responsabilidad por daños ;";;;"Costos elevados;No existe la necesidad;";;;;;;;;;
22;5/22/26 12:11:49;5/22/26 12:16:50;anonymous;;;;;36-50;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;;Menos de una vez por mes;;;"Correo Argentino / OCA / Andreani / Mercado Libre;";;;"Costos del servicio;Velocidad de entrega;Facilidad de uso / experiencia digital;";;;;;;$3.000 - $6.000;;;"Demoras;Falta de seguimiento;";;;;;Algo dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Indiferente;;;Sí, me interesaría;;;$2.500 - $5.000;;;"A pie;Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;"Responsabilidad por daños ;Interferencia con mi rutina;";;;"Costos elevados;";;;;;;;;;
23;5/22/26 12:12:40;5/22/26 12:17:00;anonymous;;;;;Menos de 18;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;;Menos de una vez por mes;;;"Rappi Favor/Uber Envios/Similiares;Correo Argentino / OCA / Andreani / Mercado Libre;";;;"Costos del servicio;Zonas de entrega cubiertas;Seguridad y confianza;Velocidad de entrega;";;;;;;$3.000 - $6.000;;;"Demoras;Falta de seguimiento;";;;;;Indiferente;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Indiferente;;;Sí, me interesaría;;;$1.000 - $2.500;;;"Transporte especializado;Auto;Vehículos de mayor porte (camioneta, camión, etc.);";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;"Responsabilidad por daños ; Confianza en el cliente;";;;"Costos elevados;";;;;;;;;;
24;5/22/26 12:14:27;5/22/26 12:17:07;anonymous;;;;;Menos de 18;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;; 1-3 veces por mes;;;"Correo Argentino / OCA / Andreani / Mercado Libre;";;;"Zonas de entrega cubiertas;Seguridad y confianza;Velocidad de entrega;Facilidad de uso / experiencia digital;";;;no;;;$3.000 - $6.000;;;;;;;;Poco dispuesto/a;;;Me es indiferente, preferiría cargarlo manualmente;;;;;Ningún valor;;;Tal vez, depende de las condiciones;;;$1.000 - $2.500;;;"Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;Aprovechar el espacio libre en mi vehiculo;";;;no;;;"Ninguna;";;;"Escasez de opciones;Costos elevados;Falta de confianza en prestadores/sistemas;";;;;;;;;;
25;5/22/26 12:17:03;5/22/26 12:19:39;anonymous;;;;;26-35;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;; 1-3 veces por mes;;;"Correo Argentino / OCA / Andreani / Mercado Libre;";;;"Costos del servicio;Zonas de entrega cubiertas;Seguridad y confianza;Velocidad de entrega;";;;;;;$3.000 - $6.000;;;"Precio alto;Demoras;Falta de seguimiento;Falta de confianza;Mala atención;";;;;;Muy dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Bastante valor;;;Sí, me interesaría;;;Más de $5.000;;;"Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;"Responsabilidad por daños ; Confianza en el cliente; Pago / comisión ;";;;"Costos elevados;Falta de confianza en prestadores/sistemas;";;;;;;;;;
26;5/22/26 12:11:26;5/22/26 12:21:40;anonymous;;;;;36-50;;;Sí;;;"Particular / consumidor final;";;;Sí;;;;;Varias veces por semana;;;"Correo Argentino / OCA / Andreani / Mercado Libre;Rappi Favor/Uber Envios/Similiares;";;;"Velocidad de entrega;Facilidad de uso / experiencia digital;Costos del servicio;";;;;;;$3.000 - $6.000;;;"Demoras;Falta de seguimiento;Dificultad para contratar el servicio online;";;;;;Algo dispuesto/a;;;Sí, me parece muy útil y agilizaría el proceso;;;;;Indiferente;;;Tal vez, depende de las condiciones;;;$1.000 - $2.500;;;"Auto;";;;"Generar un ingreso extra sin desviarme de mi rutina;";;;;;;"Responsabilidad por daños ;";;;"No existe la necesidad;";;;;;;;;;
27;5/22/26 12:22:16;5/22/26 12:22:35;anonymous;;;;;18-25;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;5/22/26 12:22:50;5/22/26 12:24:49;anonymous;;;;;26-35;;;Sí;;;"Particular / consumidor final;Tengo un emprendimiento o vendo por redes;";;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Otro (te invitamos a que nos cuentes más en la sección de comentarios a continuación);";;;No necesito el servicio, ya que mis servicios son del tipo digital y de conocimiento;;;;;;
